Registrado,Línea,Texto breve de material,Ctd.total reg.,    Valor var.
2020-09,Pintado 2 UNI,CLEAR LAUNDRY BACKER,2191.937,11880.33
2020-09,Pintado 2 UNI,DIAMOND GRAY LAV,208.5,4751.72
2020-09,Pintado 2 UNI,PRIMER 4457,1200.0,6588.0
2020-09,Pintado 2 UNI,SUPER HIGH GLOSS CLEAR,320.0,3001.6
2020-09,Pintado 2 UNI,WARM DARK GRAY SMOOTH,570.0,4702.5
2020-09,Pintado 2 UNI,WHITE KRYSTAL KOTE,770.0,7284.2
2020-10,Pintado 1 UNI,0021-UNIVERSAL PRIMER,146.75,997.9
2020-10,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,1970.0,8234.6
2020-10,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),194.25,710.96
2020-10,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,1205.0,6531.1
2020-10,Pintado 1 UNI,0028-CLEAR P/ESPUMA,4015.0,16767.45
2020-10,Pintado 1 UNI,0036-BACK PRIMER,760.0,6042.0
2020-10,Pintado 1 UNI,0038-PRIMER 917,187.784,1184.92
2020-10,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,400.0,3168.0
2020-10,Pintado 1 UNI,0045-PRIMARIO 4471,208.0,1834.56
2020-10,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,440.0,2384.8
2020-10,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,5690.0,53542.9
2020-10,Pintado 1 UNI,0079-BECKRYPRIM 246,5420.0,30406.2
2020-10,Pintado 1 UNI,0090-PRIMER 60000,83.0,550.29
2020-10,Pintado 1 UNI,0102-BLANCO STD,5650.0,27018.8
2020-10,Pintado 1 UNI,0132-BLANCO MONOCAPA,415.0,2029.35
2020-10,Pintado 1 UNI,0139-NEW PRIME WHITE,1497.0,12140.67
2020-10,Pintado 1 UNI,0173-BLANCO SM,458.0,2340.38
2020-10,Pintado 1 UNI,0174-BLANCO STD USDA,470.0,2538.0
2020-10,Pintado 1 UNI,0178-WHITE TEXT KOTE,320.0,2857.6
2020-10,Pintado 1 UNI,0202-AZUL REY,140.0,1055.6
2020-10,Pintado 1 UNI,0223-AZUL 269 SILIC,725.0,7808.25
2020-10,Pintado 1 UNI,0400-GRIS FONDO,1810.0,8148.2
2020-10,Pintado 1 UNI,0401-RANGE GRAY,368.534,2911.42
2020-10,Pintado 1 UNI,0404-GRIS FONDO MC,485.0,2638.4
2020-10,Pintado 1 UNI,0405-TAUPE METALLIC,2490.0,28137.0
2020-10,Pintado 1 UNI,0407-COOL GRAY ICP,355.0,2655.4
2020-10,Pintado 1 UNI,0422-BACKER 0507 CR,5050.0,35400.5
2020-10,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,5121.0,47522.88
2020-10,Pintado 1 UNI,0439-PRIVATE LABEL GRAY TEXT,1540.0,17740.8
2020-10,Pintado 1 UNI,0440-BALTIC GRAY HVAC,4650.0,34642.5
2020-10,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,3257.0,32993.41
2020-10,Pintado 1 UNI,0447-WARM DARK GRAY TEXT.,335.0,2948.0
2020-10,Pintado 1 UNI,0467-WDG SMOOTH 0T,870.0,7864.8
2020-10,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,1190.0,10924.2
2020-10,Pintado 1 UNI,0534-BLACK TEXT KOTE,940.0,7708.0
2020-10,Pintado 1 UNI,0601-VERDE PRIMSA,6560.0,24272.0
2020-10,Pintado 1 UNI,0607-VERDE INGLES,240.0,2001.6
2020-10,Pintado 1 UNI,0700-ARENA STD,575.0,2898.0
2020-10,Pintado 1 UNI,0718-SANDPIPER BEIGE,1655.0,13604.1
2020-10,Pintado 1 UNI,0901-ROJO STD,12995.0,75760.85
2020-10,Pintado 1 UNI,0936-ROJO WRINKLED CR,11825.0,96610.25
2020-10,Pintado 1 UNI,0946-BURGUNDY CS XR3Y43420,194.25,2874.9
2020-10,Pintado 1 UNI,0987-DEEP RED TRINAR,338.452,12316.27
2020-10,Pintado 1 UNI,1014-WHITE PRIMER,75.0,618.0
2020-10,Pintado 1 UNI,1104-WHITE BACKER 28555,239.0,2459.31
2020-10,Pintado 1 UNI,1118-BLANCO MET 9010 USDA SILIC,400.0,3340.0
2020-10,Pintado 1 UNI,1487-AMERICAN STERLING III,10428.0,84571.08
2020-10,Pintado 1 UNI,1489-IRON ORE GRAY,935.0,8115.8
2020-10,Pintado 1 UNI,1490-IRON ORE GRAY TXT,355.0,3287.3
2020-10,Pintado 1 UNI,BECKRYPRIM 243,3390.0,19255.2
2020-10,Pintado 1 UNI,BLANCO RAL 9003 BACKER,110.0,602.8
2020-10,Pintado 1 UNI,BROWN T413 SILIC.,129.267,1290.08
2020-10,Pintado 1 UNI,DURAPLUS ARENA STD,1380.0,8901.0
2020-10,Pintado 1 UNI,GRIS BACKER TERNIUM,101.25,596.36
2020-10,Pintado 1 UNI,HIGH BUILT PRIMER,1145.0,7579.9
2020-10,Pintado 1 UNI,PRIMARIO 4435,1035.0,6023.7
2020-10,Pintado 1 UNI,PRIMER 4457,16375.0,89898.75
2020-10,Pintado 1 UNI,RAL9006 VW ALUMINUM,200.0,3362.0
2020-10,Pintado 1 UNI,ROJO JANITZIO BB,5905.0,35548.1
2020-10,Pintado 1 UNI,ROJO MONOCAPA,55.0,268.95
2020-10,Pintado 1 UNI,SAND TEXTURED,393.5,3651.68
2020-10,Pintado 1 UNI,WARM DARK GRAY SMOOTH,4717.0,38915.25
2020-10,Pintado 1 UNI,WHITE KRYSTAL KOTE,2605.0,24643.3
2020-10,Pintado 2 UNI,0021-UNIVERSAL PRIMER,9433.533,64148.05
2020-10,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,1110.0,4639.8
2020-10,Pintado 2 UNI,0024-CLEAR LAUNDRY BACKER,280.0,1778.0
2020-10,Pintado 2 UNI,0027-80 GLOSS CLEAR BACKER II,445.0,2411.9
2020-10,Pintado 2 UNI,0028-CLEAR P/ESPUMA,4890.0,20275.5
2020-10,Pintado 2 UNI,0036-BACK PRIMER,140.0,1113.0
2020-10,Pintado 2 UNI,0038-PRIMER 917,345.0,2176.95
2020-10,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,145.0,1347.0500000000002
2020-10,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,694.0,5496.4800000000005
2020-10,Pintado 2 UNI,0054-CLEAR KRYSTAL KOTE,860.0,8092.6
2020-10,Pintado 2 UNI,0068-APPLIANCE 10 GLOSS CLEAR,1477.163,11359.36
2020-10,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,1244.5,7068.76
2020-10,Pintado 2 UNI,0079-BECKRYPRIM 246,795.0,4459.95
2020-10,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,1170.5,12255.15
2020-10,Pintado 2 UNI,0097-CLEAR APPLIANCE BACKER MC,6598.26,45066.18
2020-10,Pintado 2 UNI,0099-CLEAR P/ESPUMA ROHS,2546.0,11533.38
2020-10,Pintado 2 UNI,0102-BLANCO STD,6800.0,32406.100000000002
2020-10,Pintado 2 UNI,0104-BLANCO SUPERMATIC,4444.0,25553.01
2020-10,Pintado 2 UNI,0106-BLANCO CONFAD,12204.25,104468.38
2020-10,Pintado 2 UNI,0114-BLANCO QL,516.0,4102.2
2020-10,Pintado 2 UNI,0139-NEW PRIME WHITE,280.0,2270.8
2020-10,Pintado 2 UNI,0144-WHITE POLYESTER ROHS,360.0,2509.2
2020-10,Pintado 2 UNI,0173-BLANCO SM,355.0,1814.05
2020-10,Pintado 2 UNI,0174-BLANCO STD USDA,200.0,1080.0
2020-10,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,9413.62,88582.05
2020-10,Pintado 2 UNI,0178-WHITE TEXT KOTE,4359.0,38925.87
2020-10,Pintado 2 UNI,0193-WHITE 12H2427 LAV ROHS,4374.585,33028.15
2020-10,Pintado 2 UNI,0318-TOPAZ METALLIC 14H2593,923.765,16175.14
2020-10,Pintado 2 UNI,0400-GRIS FONDO,2590.0,11911.95
2020-10,Pintado 2 UNI,0404-GRIS FONDO MC,130.0,707.1999999999999
2020-10,Pintado 2 UNI,0405-TAUPE METALLIC,600.0,6780.0
2020-10,Pintado 2 UNI,0433-PLATA 89,497.801,4898.360000000001
2020-10,Pintado 2 UNI,0435-APOLLO GRAY KRYSTAL KOTE,940.0,8723.2
2020-10,Pintado 2 UNI,0439-PRIVATE LABEL GRAY TEXT,115.0,1324.8
2020-10,Pintado 2 UNI,0443-PRIVATE LABEL GRAY,1060.0,10737.8
2020-10,Pintado 2 UNI,0463-GUN METAL GRAY,500.68,4946.719999999999
2020-10,Pintado 2 UNI,0504-BLACK QL,175.0,1335.25
2020-10,Pintado 2 UNI,0517-BLACK POLYESTER ROHS,725.0,5024.25
2020-10,Pintado 2 UNI,0534-BLACK TEXT KOTE,1892.0,15514.4
2020-10,Pintado 2 UNI,0601-VERDE PRIMSA,6265.0,23180.5
2020-10,Pintado 2 UNI,0700-ARENA STD,300.0,1431.0
2020-10,Pintado 2 UNI,0716-HVAC RAL-9001 II,348.534,3210.0
2020-10,Pintado 2 UNI,0905-ROJO MET TEJA,765.0,4131.0
2020-10,Pintado 2 UNI,0906-ROJO MET TEJA BACKER,266.5,2062.72
2020-10,Pintado 2 UNI,1005-COIL PRIMER ROHS,1380.0,10446.6
2020-10,Pintado 2 UNI,1014-WHITE PRIMER,1090.0,8981.6
2020-10,Pintado 2 UNI,1028-CLEAR BLUE EPOXY,440.0,2543.2000000000003
2020-10,Pintado 2 UNI,1031-BECKRYPRIM 235 NEGRO,80.0,460.8
2020-10,Pintado 2 UNI,1055-CLEAR TOP LAVADORAS,94.25,1071.62
2020-10,Pintado 2 UNI,1128-BLANCO PURO G9010 ROHS,6070.0,35934.4
2020-10,Pintado 2 UNI,1154-BLANCO CONFAD II,114.25,1454.4
2020-10,Pintado 2 UNI,1174-WHITE 800043 RF,480.0,3307.2
2020-10,Pintado 2 UNI,1431-GRIS 356 TEXT.,360.0,3168.0
2020-10,Pintado 2 UNI,50 GLOSS APPLIANCE CLEAR,526.22,2931.05
2020-10,Pintado 2 UNI,BLACK PRIMER ROHS,280.0,2315.6
2020-10,Pintado 2 UNI,BLANCO 15 II MOD.,1250.0,7712.490000000001
2020-10,Pintado 2 UNI,CHROME FREE POLYURETANE PRIMER,2579.926,28456.649999999998
2020-10,Pintado 2 UNI,CLEAR INOXIDABLE,2583.0,22187.97
2020-10,Pintado 2 UNI,CLEAR LAUNDRY BACKER,3347.076,18141.170000000002
2020-10,Pintado 2 UNI,DIAMOND GRAY LAV,543.201,12379.55
2020-10,Pintado 2 UNI,PRIMARIO 4435,335.0,1949.7
2020-10,Pintado 2 UNI,PRIMER 4457,3505.0,19242.45
2020-10,Pintado 2 UNI,WARM DARK GRAY SMOOTH,320.0,2640.0
2020-11,Pintado 1 UNI,0013-PRIMER 243,74.267,473.08
2020-11,Pintado 1 UNI,0021-UNIVERSAL PRIMER,24.0,163.2
2020-11,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,1699.0,7084.72
2020-11,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),44.25,161.96
2020-11,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,730.0,3956.6
2020-11,Pintado 1 UNI,0028-CLEAR P/ESPUMA,2830.0,11051.65
2020-11,Pintado 1 UNI,0036-BACK PRIMER,145.0,1152.75
2020-11,Pintado 1 UNI,0038-PRIMER 917,95.034,599.6700000000001
2020-11,Pintado 1 UNI,0043-PRIMARIO NEGRO 4866,50.0,396.0
2020-11,Pintado 1 UNI,0045-PRIMARIO 4471,10.0,88.2
2020-11,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,3200.0,17344.0
2020-11,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,4035.0,37969.35
2020-11,Pintado 1 UNI,0079-BECKRYPRIM 246,5880.0,32986.8
2020-11,Pintado 1 UNI,0088-CLEAR TOP PIZZA,155.325,1587.42
2020-11,Pintado 1 UNI,0093-50 GLOSS CLEAR ONE PASS,169.25,2335.65
2020-11,Pintado 1 UNI,0097-CLEAR APPLIANCE BACKER MC,19.25,131.48
2020-11,Pintado 1 UNI,0102-BLANCO STD,11565.0,55222.35
2020-11,Pintado 1 UNI,0105-RANGE WHITE,200.0,1354.0
2020-11,Pintado 1 UNI,0110-DURAPLUS BLANCO STD,68.0,366.52
2020-11,Pintado 1 UNI,0139-NEW PRIME WHITE,283.0,2295.13
2020-11,Pintado 1 UNI,0148-DURAPLUS BCO MET9010 USDA,415.0,2490.0
2020-11,Pintado 1 UNI,0173-BLANCO SM,365.0,1865.15
2020-11,Pintado 1 UNI,0174-BLANCO STD USDA,540.0,2916.0
2020-11,Pintado 1 UNI,0400-GRIS FONDO,4720.0,21742.4
2020-11,Pintado 1 UNI,0404-GRIS FONDO MC,375.0,2040.0
2020-11,Pintado 1 UNI,0405-TAUPE METALLIC,2105.0,23786.5
2020-11,Pintado 1 UNI,0407-COOL GRAY ICP,130.0,972.4
2020-11,Pintado 1 UNI,0409-GRIS HUMO POLY,115.0,729.1
2020-11,Pintado 1 UNI,0422-BACKER 0507 CR,4550.0,31895.5
2020-11,Pintado 1 UNI,0435-APOLLO GRAY KRYSTAL KOTE,4614.0,42817.92
2020-11,Pintado 1 UNI,0440-BALTIC GRAY HVAC,4950.0,36877.5
2020-11,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,1725.0,17474.25
2020-11,Pintado 1 UNI,0447-WARM DARK GRAY TEXT.,215.0,1892.0
2020-11,Pintado 1 UNI,0466-SLATE GRAY HVAC TEXT,75.0,642.0
2020-11,Pintado 1 UNI,0467-WDG SMOOTH 0T,30.0,271.2
2020-11,Pintado 1 UNI,0498-GRIS FONDO 70 GLOSS,124.25,1115.77
2020-11,Pintado 1 UNI,0543-BLACK METALLIC,139.25,1832.53
2020-11,Pintado 1 UNI,0545-NEGRO MANDM,170.0,1412.7
2020-11,Pintado 1 UNI,0601-VERDE PRIMSA,7961.0,29455.7
2020-11,Pintado 1 UNI,0700-ARENA STD,110.0,524.7
2020-11,Pintado 1 UNI,0712-HVAC RAL-9001,304.267,3070.05
2020-11,Pintado 1 UNI,0716-HVAC RAL-9001 II,266.5,2454.46
2020-11,Pintado 1 UNI,0718-SANDPIPER BEIGE,590.0,4849.8
2020-11,Pintado 1 UNI,0733-BISQUE TEXT KOTE,170.0,1620.1
2020-11,Pintado 1 UNI,0901-ROJO STD,4133.0,24095.39
2020-11,Pintado 1 UNI,0928-BURGUNDY PIZZA,185.465,4078.38
2020-11,Pintado 1 UNI,0931-ROJO PERFILES,272.0,1523.2
2020-11,Pintado 1 UNI,0936-ROJO WRINKLED CR,14395.0,117607.15
2020-11,Pintado 1 UNI,1014-WHITE PRIMER,63.0,519.12
2020-11,Pintado 1 UNI,1487-AMERICAN STERLING III,8609.0,69818.99
2020-11,Pintado 1 UNI,1489-IRON ORE GRAY,345.0,2994.6
2020-11,Pintado 1 UNI,1490-IRON ORE GRAY TXT,230.0,2129.8
2020-11,Pintado 1 UNI,ARENA STD USDA,825.0,5766.75
2020-11,Pintado 1 UNI,BECKRYPRIM 243,3760.0,21356.8
2020-11,Pintado 1 UNI,BLANCO COOL ROOF 75,445.0,3849.25
2020-11,Pintado 1 UNI,BLANCO IMPERIAL JUV SILIC,25.0,167.0
2020-11,Pintado 1 UNI,DURAPLUS ARENA STD,250.0,1612.5
2020-11,Pintado 1 UNI,HIGH BUILT PRIMER,646.0,4276.5199999999995
2020-11,Pintado 1 UNI,PRIMARIO  4041,522.0,4301.28
2020-11,Pintado 1 UNI,PRIMARIO 4435,475.0,2764.5
2020-11,Pintado 1 UNI,PRIMARIO 4464,65.0,536.9
2020-11,Pintado 1 UNI,PRIMER 4457,20140.0,110568.6
2020-11,Pintado 1 UNI,ROJO JANITZIO BB,7160.0,43103.2
2020-11,Pintado 1 UNI,WARM DARK GRAY SMOOTH,11791.0,97275.75
2020-11,Pintado 1 UNI,WHITE KRYSTAL KOTE,1150.0,10879.0
2020-11,Pintado 2 UNI,0021-UNIVERSAL PRIMER,3462.784,23546.94
2020-11,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,1851.0,7737.18
2020-11,Pintado 2 UNI,0028-CLEAR P/ESPUMA,4725.0,19399.75
2020-11,Pintado 2 UNI,0034-CLEAR AZUL P/ESPUMA,375.0,1503.75
2020-11,Pintado 2 UNI,0038-PRIMER 917,40.0,252.4
2020-11,Pintado 2 UNI,0039-CR FREE POLYURETAN PRIMER,425.0,3948.25
2020-11,Pintado 2 UNI,0043-PRIMARIO NEGRO 4866,900.0,7128.0
2020-11,Pintado 2 UNI,0054-CLEAR KRYSTAL KOTE,3785.0,35616.85
2020-11,Pintado 2 UNI,0066-SUPER HIGH GLOSS CLEAR II,639.0,6032.16
2020-11,Pintado 2 UNI,0068-APPLIANCE 10 GLOSS CLEAR,150.0,1153.5
2020-11,Pintado 2 UNI,0075-CLEAR LAUNDRY BACKER ROHS,1324.75,7524.58
2020-11,Pintado 2 UNI,0079-BECKRYPRIM 246,3380.0,18961.8
2020-11,Pintado 2 UNI,0092-80 GLOSS CLEAR LAV,796.25,8336.75
2020-11,Pintado 2 UNI,0097-CLEAR APPLIANCE BACKER MC,2509.5,17139.92
2020-11,Pintado 2 UNI,0099-CLEAR P/ESPUMA ROHS,3890.0,17621.7
2020-11,Pintado 2 UNI,0102-BLANCO STD,8735.0,41840.65
2020-11,Pintado 2 UNI,0104-BLANCO SUPERMATIC,2054.255,11811.97
2020-11,Pintado 2 UNI,0106-BLANCO CONFAD,1331.5,11397.64
2020-11,Pintado 2 UNI,0114-BLANCO QL,540.0,4293.0
2020-11,Pintado 2 UNI,0132-BLANCO MONOCAPA,30.0,146.7
2020-11,Pintado 2 UNI,0144-WHITE POLYESTER ROHS,1713.0,11939.61
2020-11,Pintado 2 UNI,0147-BLANCO 15 II MOD ROHS,777.0,6278.16
2020-11,Pintado 2 UNI,0148-DURAPLUS BCO MET9010 USDA,240.0,1440.0
2020-11,Pintado 2 UNI,0173-BLANCO SM,800.0,4088.0
2020-11,Pintado 2 UNI,0174-BLANCO STD USDA,1350.0,7290.0
2020-11,Pintado 2 UNI,0177-WHITE 800043 LAUNDRY,3856.825,36292.69
2020-11,Pintado 2 UNI,0178-WHITE TEXT KOTE,2894.0,25843.42
2020-11,Pintado 2 UNI,0193-WHITE 12H2427 LAV ROHS,5681.61,42896.229999999996
2020-11,Pintado 2 UNI,0263-AZUL KB LAV,49.25,585.58
2020-11,Pintado 2 UNI,0318-TOPAZ METALLIC 14H2593,85.0,1488.35
2020-11,Pintado 2 UNI,0400-GRIS FONDO,3710.0,16590.6
2020-11,Pintado 2 UNI,0404-GRIS FONDO MC,1300.0,7072.0
2020-11,Pintado 2 UNI,0407-COOL GRAY ICP,75.0,561.0
2020-11,Pintado 2 UNI,0409-GRIS HUMO POLY,405.0,2567.7
2020-11,Pintado 2 UNI,0433-PLATA 89,378.5,3724.44
2020-11,Pintado 2 UNI,0435-APOLLO GRAY KRYSTAL KOTE,4930.0,45750.4
2020-11,Pintado 2 UNI,0459-UNIVERSAL SILVER II,29.25,379.37
2020-11,Pintado 2 UNI,0463-GUN METAL GRAY,547.25,5406.83
2020-11,Pintado 2 UNI,0488-DIAMOND GRAY LAV,501.525,11429.76
2020-11,Pintado 2 UNI,0504-BLACK QL,210.0,1602.3
2020-11,Pintado 2 UNI,0517-BLACK POLYESTER ROHS,670.0,4643.1
2020-11,Pintado 2 UNI,0526-BLACK REF SAB,1598.0,14094.36
2020-11,Pintado 2 UNI,0529-BLACK QUANTUM SAB II,1280.0,11315.2
2020-11,Pintado 2 UNI,0601-VERDE PRIMSA,6838.0,25300.6
2020-11,Pintado 2 UNI,0664-AQUA KB LAV,109.25,1356.89
2020-11,Pintado 2 UNI,0700-ARENA STD,2353.0,11223.81
2020-11,Pintado 2 UNI,0716-HVAC RAL-9001 II,298.534,2749.5
2020-11,Pintado 2 UNI,0901-ROJO STD,27.0,157.41
2020-11,Pintado 2 UNI,0995-ROSA KV LAV,51.25,690.85
2020-11,Pintado 2 UNI,1005-COIL PRIMER ROHS,2530.0,19152.1
2020-11,Pintado 2 UNI,1014-WHITE PRIMER,670.0,5520.8
2020-11,Pintado 2 UNI,1028-CLEAR BLUE EPOXY,890.0,5144.2
2020-11,Pintado 2 UNI,1128-BLANCO PURO G9010 ROHS,11000.0,65120.0
2020-11,Pintado 2 UNI,1129-BLANCO GRIS G9073 ROHS,500.0,3065.0
2020-11,Pintado 2 UNI,1154-BLANCO CONFAD II,75.0,954.75
2020-11,Pintado 2 UNI,1431-GRIS 356 TEXT.,50.0,440.0
2020-11,Pintado 2 UNI,1492-GRIS KB LAV,49.25,487.08
2020-11,Pintado 2 UNI,50 GLOSS APPLIANCE CLEAR,657.8009999999999,3663.96
2020-11,Pintado 2 UNI,BISQUE KRYSTAL KOTE,350.0,3447.5
2020-11,Pintado 2 UNI,BLACK PRIMER ROHS,75.0,620.25
2020-11,Pintado 2 UNI,BLANCO QUANTUM SAB,700.0,6251.0
2020-11,Pintado 2 UNI,CHROME FREE POLYURETANE PRIMER,1771.903,19544.149999999998
2020-11,Pintado 2 UNI,CLEAR INOXIDABLE,1925.0,16535.75
2020-11,Pintado 2 UNI,CLEAR LAUNDRY BACKER,761.034,4124.82
2020-11,Pintado 2 UNI,HIGH BUILT PRIMER,249.0,1648.3799999999999
2020-11,Pintado 2 UNI,PRIMER 4457,1910.0,10485.9
2020-11,Pintado 2 UNI,ROJO MONOCAPA,70.0,342.3
2020-11,Pintado 2 UNI,SUPER HIGH GLOSS CLEAR,489.0,4586.82
2020-11,Pintado 2 UNI,UNIVERSAL SILVER CLEAR TOP II,71.68,521.11
2020-12,Pintado 1 UNI,0013-PRIMER 243,299.0,1904.63
2020-12,Pintado 1 UNI,0021-UNIVERSAL PRIMER,28.25,192.1
2020-12,Pintado 1 UNI,0023-CLEAR EPOXICO P/ESPUMA,815.0,3397.25
2020-12,Pintado 1 UNI,0025-CLEAR EPOXY (WASH COAT),45.0,164.7
2020-12,Pintado 1 UNI,0027-80 GLOSS CLEAR BACKER II,935.0,5067.7
2020-12,Pintado 1 UNI,0028-CLEAR P/ESPUMA,2844.0,10979.63
2020-12,Pintado 1 UNI,0036-BACK PRIMER,950.0,7552.5
2020-12,Pintado 1 UNI,0038-PRIMER 917,722.75,4560.56
2020-12,Pintado 1 UNI,0045-PRIMARIO 4471,130.0,1146.6
2020-12,Pintado 1 UNI,0051-80 GLOSS CLEAR BACKER.,2480.0,13441.6
2020-12,Pintado 1 UNI,0054-CLEAR KRYSTAL KOTE,695.0,6539.95
2020-12,Pintado 1 UNI,0063-CLEAR KYNAR UV,253.5,5194.21
2020-12,Pintado 1 UNI,0075-CLEAR LAUNDRY BACKER ROHS,29.25,166.14
2020-12,Pintado 1 UNI,0079-BECKRYPRIM 246,7930.0,44487.3
2020-12,Pintado 1 UNI,0088-CLEAR TOP PIZZA,115.0,1175.3
2020-12,Pintado 1 UNI,0093-50 GLOSS CLEAR ONE PASS,428.5,5913.3
2020-12,Pintado 1 UNI,0102-BLANCO STD,15815.0,75571.6
2020-12,Pintado 1 UNI,0121-BLANCO STD KYNAR,160.0,2500.8
2020-12,Pintado 1 UNI,0132-BLANCO MONOCAPA,265.0,1295.85
2020-12,Pintado 1 UNI,0139-NEW PRIME WHITE,1670.0,13543.7
2020-12,Pintado 1 UNI,0173-BLANCO SM,475.0,2427.25
2020-12,Pintado 1 UNI,0174-BLANCO STD USDA,195.0,1053.0
2020-12,Pintado 1 UNI,0209-AZUL MILITAR SILIC,218.534,2740.42
2020-12,Pintado 1 UNI,0400-GRIS FONDO,7875.0,35828.0
2020-12,Pintado 1 UNI,0401-RANGE GRAY,90.0,711.0
2020-12,Pintado 1 UNI,0404-GRIS FONDO MC,620.0,3372.8
2020-12,Pintado 1 UNI,0405-TAUPE METALLIC,1448.0,16362.4
2020-12,Pintado 1 UNI,0407-COOL GRAY ICP,1570.0,11743.6
2020-12,Pintado 1 UNI,0421-APOLLO GREY REF,173.5,1108.67
2020-12,Pintado 1 UNI,0422-BACKER 0507 CR,4408.0,30900.079999999998
2020-12,Pintado 1 UNI,0439-PRIVATE LABEL GRAY TEXT,6397.5,73699.2
2020-12,Pintado 1 UNI,0440-BALTIC GRAY HVAC,6928.0,51613.6
2020-12,Pintado 1 UNI,0443-PRIVATE LABEL GRAY,5202.0,52696.26
2020-12,Pintado 1 UNI,0446-WARM DARK GRAY SMOOTH,10730.0,88522.5
2020-12,Pintado 1 UNI,0466-SLATE GRAY HVAC TEXT,280.0,2396.8
2020-12,Pintado 1 UNI,0467-WDG SMOOTH 0T,690.0,6237.6
2020-12,Pintado 1 UNI,0473-APOLLO GRAY TEXTURE KOTE,50.0,432.5
2020-12,Pintado 1 UNI,0498-GRIS FONDO 70 GLOSS,45.0,404.1
2020-12,Pintado 1 UNI,0524-BLACK KRYSTAL KOTE,1368.0,12558.24
2020-12,Pintado 1 UNI,0543-BLACK METALLIC,308.5,4059.8599999999997
2020-12,Pintado 1 UNI,0601-VERDE PRIMSA,8105.0,29988.5
2020-12,Pintado 1 UNI,0700-ARENA STD,225.0,1073.25
2020-12,Pintado 1 UNI,0704-DURAPLUS ARENA STD,620.0,3999.0
2020-12,Pintado 1 UNI,0712-HVAC RAL-9001,1256.092,12673.96
2020-12,Pintado 1 UNI,0716-HVAC RAL-9001 II,1569.733,14457.24
2020-12,Pintado 1 UNI,0718-SANDPIPER BEIGE,670.0,5507.4
2020-12,Pintado 1 UNI,0901-ROJO STD,1113.0,6488.79
2020-12,Pintado 1 UNI,0919-ROJO TERNIUM CR,378.25,14974.92
2020-12,Pintado 1 UNI,0928-BURGUNDY PIZZA,114.25,2512.36
2020-12,Pintado 1 UNI,0936-ROJO WRINKLED CR,8880.0,72549.6
2020-12,Pintado 1 UNI,0961-CARPORT RED,550.0,4268.0
2020-12,Pintado 1 UNI,1013-DYNAPRIME 2821,29.25,186.32
2020-12,Pintado 1 UNI,1487-AMERICAN STERLING III,4575.0,37103.25
2020-12,Pintado 1 UNI,ARENA STD USDA,115.0,803.85
2020-12,Pintado 1 UNI,BECKRYPRIM 243,2370.0,13461.6
2020-12,Pintado 1 UNI,BLANCO RAL 9003 BACKER,515.0,2822.2
2020-12,Pintado 1 UNI,BLANCO RAL 9003 POLY,1000.0,5630.0
2020-12,Pintado 1 UNI,BROWN T413 SILIC.,179.267,1789.08
2020-12,Pintado 1 UNI,HIGH BUILT PRIMER,475.0,3144.5
2020-12,Pintado 1 UNI,PRIMARIO 4435,610.0,3550.2
2020-12,Pintado 1 UNI,PRIMER 4457,20755.0,113944.95
2020-12,Pintado 1 UNI,PRIMER GRIS 4857,10.0,68.2
2020-12,Pintado 1 UNI,ROJO JANITZIO BB,4235.0,25494.7
2020-12,Pintado 1 UNI,VERDE STD SILIC,368.534,4411.360000000001
2020-12,Pintado 2 UNI,0021-UNIVERSAL PRIMER,4665.233,31723.58
2020-12,Pintado 2 UNI,0023-CLEAR EPOXICO P/ESPUMA,2650.0,11077.0
2020-12,Pintado 2 UNI,0027-80 GLOSS CLEAR BACKER II,110.0,596.2
2020-12,Pintado 2 UNI,0028-CLEAR P/ESPUMA,5690.0,22908.85
2020-12,Pintado 2 UNI,0029-CLEAR INOXIDABLE,1630.0,14001.7
2020-12,Pintado 2 UNI,0034-CLEAR AZUL P/ESPUMA,195.0,781.95
2020-12,Pintado 2 UNI,0036-BACK PRIMER,610.0,4849.5
2020-12,Pintado 2 UNI,0038-PRIMER 917,335.0,2113.85
